,Bi_Grams,Freq
9733,پرست جاؤ,1
9734,جاؤ وہ,1
9735,وہ بیوفا,1
9736,بیوفا سہی,1
9737,کیوں کوئی,1
9738,کوئی امّید,1
9739,امّید بر,1
9651,مطلب نہیں,1
9650,بے مطلب,1
9649,عمر بے,1
9558,کيا ہاتھ,1
9560,آويں تو,1
9561,تو انہيں,1
9562,انہيں ہاتھ,1
9563,ہاتھ لگائے,1
9565,بنے کہہ,1
9566,کہہ سکے,1
9567,سکے کون,1
9568,کون کہ,1
9569,يہ جلوہ,1
9570,جلوہ گري,1
9571,گري کس,1
9572,کس کي,1
9573,کي ہے,1
9574,پردہ چھوڑا,1
9575,چھوڑا ہے,1
9576,وہ اس,1
9577,کہ اٹھائے,1
9578,اٹھائے نہ,1
9579,بنے موت,1
9580,موت کي,1
9581,کي راہ,1
9582,راہ نہ,1
9583,نہ ديکھوں,1
9584,ديکھوں کہ,1
9586,رہے تم,1
9559,ہاتھ آويں,1
9557,تو کيا,1
9588,چاہوں کہ,1
9556,ہيں تو,1
9528,يوں بھي,1
9529,بھي ہو,1
9530,بن ميرے,1
9531,ميرے ستائے,1
9532,ستائے نہ,1
9533,بنے غير,1
9534,غير پھرتا,1
9536,ہے لئے,1
9537,لئے يوں,1
9538,يوں ترے,1
9539,ترے خط,1
9540,خط کو,1
9541,اگر کوئي,1
9542,کوئي پوچھے,1
9543,پوچھے کہ,1
9545,يہ کيا,1
9547,تو چھپائے,1
9548,چھپائے نہ,1
9549,بنے اس,1
9550,اس نزاکت,1
9551,نزاکت کا,1
9552,کا برا,1
9553,برا ہو,1
9554,وہ بھلے,1
9555,بھلے ہيں,1
9587,کو چاہوں,1
9589,کہ نہ,1
9648,اضطرابِ عمر,1
9621,یادِ مژگاں,1
9623,نشتر زارِ,1
9624,زارِ صحراۓ,1
9625,صحراۓ خیال,1
9626,خیال چاہیے,1
9627,چاہیے بہرِ,1
9628,بہرِ تپش,1
9629,تپش یک,1
9630,یک دست,1
9631,دست صد,1
9632,صد پہلو,1
9633,پہلو مجھے,1
9634,مجھے خاکِ,1
9635,خاکِ فرصت,1
9636,فرصت برسرِ,1
9637,برسرِ ذاقِ,1
9638,ذاقِ فنا,1
9639,فنا اے,1
9640,اے انتظار,1
9641,انتظار ہے,1
9642,غبارِ شیشۂ,1
9643,شیشۂ ساعت,1
9644,ساعت رمِ,1
9645,رمِ آہو,1
9646,آہو مجھے,1
9647,مجھے اضطرابِ,1
9622,بہ نشتر,1
9620,مجھے یادِ,1
9590,نہ آؤ,1
9618,آئینۂ زانو,1
9591,آؤ تو,1
9592,تو بلائے,1
9593,بلائے نہ,1
9594,بنے عشق,1
9596,پر زور,1
9597,زور نہيں,1
9598,نہيں ہے,1
9599,ہے يہ,1
9600,يہ وہ,1
9601,وہ آتش,1
9602,آتش غالب,1
9603,کہ لگائے,1
9604,لگے اور,1
9605,اور بجھائے,1
9606,بجھائے نہ,1
9607,بنے ہم,1
9608,ہم زباں,1
9609,زباں آیا,1
9610,آیا نظر,1
9611,نظر فکرِ,1
9612,فکرِ سخن,1
9614,مجھے مردمک,1
9615,مردمک ہے,1
9616,ہے طوطئِ,1
9617,طوطئِ آئینۂ,1
9274,عاشقِ بیمار,1
9272,تم اِس,1
8778,اور شخص,1
8946,نگاہ سویدا,1
8934,سے لاؤں,1
8935,لاؤں کہ,1
8936,سا کہیںجسے,1
8937,کہیںجسے حسرت,1
8938,حسرت نے,1
8939,نے لا,1
8940,لا رکھا,1
8941,رکھا تری,1
8942,بزم ِخیال,1
8943,ِخیال میں,1
8944,میں گلدستہ,1
8945,گلدستہ نگاہ,1
8947,سویدا کہیں,1
9022,ظاہر کا,1
8948,جسے پھونکا,1
8949,پھونکا ھےکس,1
8950,ھےکس نےگوش,1
8951,نےگوش ِمحبت,1
8952,ِمحبت میں,1
8953,خدا افسونِ,1
8954,افسونِ انتظار,1
8955,انتظار تمنا,1
8956,تمنا کہیں,1
8957,جسے سر,1
8958,پر ہجوم,1
8959,ہجوم درد,1
8933,ایسا کہاں,1
8932,جسے ایسا,1
8931,تماشا کہیں,1
8930,کہ تماشا,1
8904,پہ میری,1
8905,میری عرصہ,1
8906,عرصہ آفاق,1
8907,آفاق تنگ,1
8908,تنگ تھا,1
8909,تھا دریا,1
8910,دریا زمین,1
8911,زمین کو,1
8913,عرق انفعال,1
8914,انفعال ھے,1
8915,ھے ہستی,1
8916,ہستی کے,1
8917,کے مت,1
8918,مت فریب,1
8919,فریب میں,1
8920,میں آجائیو,1
8921,آجائیو اسد,1
8922,اسد عالم,1
8923,عالم تمام,1
8924,تمام حلقہ,1
8925,حلقہ دام,1
8926,دام خیال,1
8927,ھے آئینہ,1
8928,آئینہ کیوں,1
8929,نہ دوں,1
8960,درد غریبی,1
8961,غریبی سے,1
8962,سے ڈالیے,1
8991,نہ مان,1
8993,جو واعظ,1
8994,واعظ برا,1
8995,برا کہے,1
8996,کہے ایسا,1
8998,بھی کوئی,1
8999,کوئی ھے,1
9001,کہ سب,1
9002,سب اچھا,1
9003,اچھا کہیں,1
9004,جسے ہم,1
9005,ہم رشک,1
9006,رشک کو,1
9008,بھی گوارہ,1
9009,گوارہ نہیں,1
9010,کرتے مرتے,1
9011,مرتے ھیں,1
9012,ھیں ولے,1
9013,ولے ان,1
9014,تمنا نہیں,1
9015,کرتے درپردہ,1
9016,درپردہ انھیں,1
9017,انھیں غیر,1
9018,سے ھے,1
9019,ھے ربط,1
9020,ربط نہانی,1
8992,مان جو,1
8990,غالب برا,1
8963,ڈالیے وہ,1
8989,جسے غالب,1
8964,وہ ایک,1
8965,ایک مشتِ,1
8966,مشتِ خاک,1
8967,صحرا کہیں,1
8968,جسے ھے,1
8969,ھے چشم,1
8970,تر میں,1
8971,میں حسرت,1
8972,حسرت دیدار,1
8973,دیدار سے,1
8974,نہاں شوقِ,1
8975,شوقِ عناں,1
8976,عناں گیختہ,1
8977,گیختہ دریا,1
8978,دریا کہیں,1
8979,جسے درکار,1
8980,درکار ھے,1
8981,ھے شگفتن,1
8982,شگفتن گلہاے,1
8983,گلہاے عیش,1
8984,عیش کو,1
8985,کو صبح,1
8986,بہار پنبہ,1
8987,پنبہ مینا,1
8988,مینا کہیں,1
8903,وحشت پہ,1
8902,ھے وحشت,1
8901,غزال ھے,1
8807,بہرِ ملاقات,1
8809,چاہیے مے,1
8810,سے غرض,1
8811,غرض نشاط,1
8812,نشاط ہے,1
8813,کس رو,1
8814,رو سیاہ,1
8815,سیاہ کو,1
8816,کو اک,1
8817,اک گونہ,1
8818,گونہ بیخودی,1
8819,بیخودی مجھے,1
8820,مجھے دن,1
8821,دن رات,1
8822,رات چاہیے,1
8823,ہے رنگِ,1
8824,رنگِ لالہ,1
8825,گلِ و,1
8826,و نسریں,1
8827,نسریں جدا,1
8829,جدا ہر,1
8831,کا اثبات,1
8832,اثبات چاہیے,1
8833,چاہیے گر,1
8834,گر خامشی,1
8835,خامشی سے,1
8808,ملاقات چاہیے,1
8806,تو بہرِ,1
8837,فائدہ اخفائے,1
8805,تقریب کچھ,1
8779,شخص پر,1
8780,پر آخر,1
8781,آخر ستم,1
8782,ستم کی,1
8783,کی کچھ,1
8784,تو مکافات,1
8785,مکافات چاہیے,1
8786,چاہیے دے,1
8787,دے داد,1
8788,داد اے,1
8789,فلک دلِ,1
8791,حسرت پرست,1
8792,پرست کو,1
8793,کو ہاں,1
8794,ہاں کچھ,1
8795,کچھ تلافیِ,1
8796,تلافیِ مافات,1
8797,مافات چاہیے,1
8798,چاہیے سیکھے,1
8799,سیکھے ہیں,1
8800,ہیں مہ,1
8801,مہ رخوں,1
8802,رخوں کے,1
8803,ہم مصوّری,1
8804,مصوّری تقریب,1
8836,سے فائدہ,1
8838,اخفائے حال,1
8900,ناف غزال,1
8870,عذر خواہ,1
8872,لب بے,1
8873,بے سوال,1
8874,سوال ھے,1
8876,ھے خدا,1
8877,خدا نخواستہ,1
8878,نخواستہ وہ,1
8879,وہ اور,1
8880,اور دشمنی,1
8881,دشمنی اے,1
8882,اے شوق,1
8883,شوق منفعل,1
8884,منفعل یہ,1
8885,یہ تجھے,1
8887,کیا خیال,1
8889,ھے مشکیں,1
8890,مشکیں لباس,1
8891,لباس کعبہ,1
8892,کعبہ علی,1
8893,قدم سے,1
8894,جان ناف,1
8895,ناف زمین,1
8896,زمین ھے,1
8897,ھے نہ,1
8898,نہ کہ,1
8899,کہ ناف,1
8871,خواہ لب,1
8869,کہ عذر,1
8839,حال ھے,1
8868,رحمت کہ,1
8840,ھے خوش,1
8841,خوش ھوں,1
8842,ھوں کہ,1
8844,میری بات,1
8845,بات سمجھنی,1
8846,سمجھنی محال,1
8847,محال ھے,1
8849,کو سناؤں,1
8850,سناؤں حسرت,1
8851,حسرت اظہار,1
8852,اظہار کا,1
8854,گلہ دل,1
8855,دل فرد,1
8856,فرد جمع,1
8857,جمع وخرج,1
8858,وخرج زبا,1
8859,زبا نہائے,1
8860,نہائے لال,1
8861,لال ھے,1
8862,کس پردے,1
8863,میں ھے,1
8864,ھے آئنہ,1
8865,آئنہ پرواز,1
8866,پرواز اے,1
8867,خدا رحمت,1
9021,نہانی ظاہر,1
9023,یہ پردہ,1
9271,آئے تم,1
9191,ترے لرزنے,1
9177,بہ طرزِ,1
9178,طرزِ اہلِ,1
9179,اہلِ فنا,1
9181,ہے فسانہ,1
9182,فسانہ خوانیِ,1
9183,خوانیِ شمع,1
9185,غم اُس,1
9186,کو حسرتِ,1
9187,حسرتِ پروانہ,1
9188,پروانہ کا,1
9189,اے شعلہ,1
9190,شعلہ ترے,1
9192,لرزنے سے,1
9024,پردہ ھے,1
9193,سے ظاہر,1
9195,ہے ناتوانیِ,1
9196,ناتوانیِ شمع,1
9197,شمع ترے,1
9200,سے رُوح,1
9201,رُوح اہتــزاز,1
9202,اہتــزاز کرتی,1
9203,بہ جلوہ,1
9204,جلوہ ریـزئ,1
9205,ریـزئ باد,1
9206,باد و,1
9207,و بہ,1
9176,تمام بہ,1
9175,قصہ تمام,1
9174,شعلہ قصہ,1
9173,ایمائے شعلہ,1
9147,ہے سوزِ,1
9148,سوزِ جاودانیِ,1
9149,جاودانیِ شمع,1
9150,شمع ہوئی,1
9151,ہے آتشِ,1
9152,آتشِ گُل,1
9153,گُل آبِ,1
9154,آبِ زندگانیِ,1
9155,زندگانیِ شمع,1
9156,شمع زبانِ,1
9157,زبانِ اہلِ,1
9158,اہلِ زباں,1
9159,زباں میں,1
9160,ہے مرگِ,1
9161,مرگِ خاموشی,1
9162,خاموشی یہ,1
9164,بات بزم,1
9165,میں روشن,1
9166,روشن ہوئی,1
9167,ہوئی زبانیِ,1
9168,زبانیِ شمع,1
9169,شمع کرے,1
9170,ہے صِرف,1
9171,صِرف بہ,1
9172,بہ ایمائے,1
9208,بہ پرفشانیِ,1
9209,پرفشانیِ شمع,1
9210,شمع نشاطِ,1
9242,دامِ خالی,1
9244,قفَسِ مُرغِ,1
9245,مُرغِ گِرفتار,1
9246,گِرفتار کے,1
9248,پاس جگرِ,1
9249,جگرِ تشنۂ,1
9250,تشنۂ آزار,1
9251,آزار تسلی,1
9252,ہوا جُوئے,1
9253,جُوئے خُوں,1
9254,خُوں ہم,1
9255,نے بہائی,1
9256,بہائی بُنِ,1
9257,بُنِ ہر,1
9258,ہر خار,1
9259,خار کے,1
9260,پاس مُند,1
9261,مُند گئیں,1
9262,گئیں کھولتے,1
9263,کھولتے ہی,1
9264,ہی کھولتے,1
9265,کھولتے آنکھیں,1
9266,آنکھیں ہَے,1
9268,ہَے خُوب,1
9269,خُوب وقت,1
9270,وقت آئے,1
9243,خالی قفَسِ,1
9241,ہے دامِ,1
9211,نشاطِ داغِ,1
9239,کہ نظر,1
9212,داغِ غمِ,1
9214,بہار نہ,1
9215,نہ پُوچھ,1
9216,پُوچھ شگفتگی,1
9217,شگفتگی ہے,1
9218,ہے شہیدِ,1
9219,شہیدِ گُلِ,1
9220,گُلِ خزانیِ,1
9221,خزانیِ شمع,1
9222,شمع جلے,1
9223,جلے ہے,1
9224,ہے دیکھ,1
9225,کے بالینِ,1
9226,بالینِ یار,1
9227,یار پر,1
9228,پر مجھ,1
9230,پہ مرے,1
9231,مرے داغِ,1
9232,داغِ بدگمانیِ,1
9233,بدگمانیِ شمع,1
9234,شمع مُژدہ,1
9235,مُژدہ اے,1
9236,اے ذَوقِ,1
9237,ذَوقِ اسیری,1
9238,اسیری کہ,1
9146,نگار سے,1
9145,رُخِ نگار,1
9144,نہیں رُخِ,1
9056,نوردی کوئی,1
9058,تدبیر نہیں,1
9059,نہیں ایک,1
9060,ایک چکّر,1
9061,چکّر ہے,1
9062,ہے مرے,1
9063,مرے پاؤں,1
9064,پاؤں میں,1
9065,میں زنجیر,1
9066,زنجیر نہیں,1
9067,نہیں شوق,1
9068,شوق اس,1
9069,اس دشت,1
9070,میں دوڑائے,1
9071,دوڑائے ہے,1
9072,مجھ کوکہ,1
9073,کوکہ جہاں,1
9074,جہاں جادہ,1
9075,جادہ غیر,1
9076,از نگہِ,1
9077,نگہِ دیدۂِ,1
9078,دیدۂِ تصویر,1
9079,تصویر نہیں,1
9080,نہیں حسرتِ,1
9081,حسرتِ لذّتِ,1
9082,لذّتِ آزار,1
9057,کوئی تدبیر,1
9055,مانع دشت,1
9084,رہی جاتی,1
9054,میں مانع,1
9025,کہ پرواہ,1
9026,پرواہ نہیںکرتے,1
9027,نہیںکرتے یہ,1
9028,یہ باعث,1
9029,باعث تومیدی,1
9030,تومیدی ارباب,1
9031,ارباب ہوس,1
9032,ہوس ھے,1
9034,غالب کو,1
9035,برا کہتے,1
9036,کہتے ھو,1
9037,ھو اچھا,1
9038,کرتے دل,1
9039,دل نازک,1
9041,پہ اس,1
9042,کے رحم,1
9043,آتا ھے,1
9044,ھے مجھے,1
9045,مجھے غالب,1
9047,کر سرگرم,1
9048,سرگرم اس,1
9049,اس کافر,1
9051,کو الفت,1
9052,الفت آزمانے,1
9053,آزمانے میں,1
9083,آزار رہی,1
9085,ہے جادۂ,1
9143,میر نہیں,1
9115,سنگ بہ,1
9117,اندازۂِ تقریر,1
9118,تقریر نہیں,1
9119,نہیں جب,1
9120,جب کرم,1
9121,کرم رخصتِ,1
9122,رخصتِ بیباکی,1
9123,بیباکی و,1
9124,و گستاخی,1
9125,گستاخی دے,1
9126,کوئی تقصیر,1
9127,تقصیر بجُز,1
9128,بجُز خجلتِ,1
9129,خجلتِ تقصیر,1
9130,تقصیر نہیں,1
9131,غالب اپنا,1
9133,یہ عقیدہ,1
9134,عقیدہ ہے,1
9135,ہے بقولِ,1
9136,بقولِ ناسخ,1
9137,ناسخ آپ,1
9138,آپ بے,1
9139,بے بہرہ,1
9140,بہرہ ہے,1
9141,جو معتقدِ,1
9142,معتقدِ میر,1
9116,بہ اندازۂِ,1
9114,لذّتِ سنگ,1
9086,جادۂ راہِ,1
9113,جائے لذّتِ,1
9087,راہِ وفا,1
9088,وفا جز,1
9089,جز دمِ,1
9090,دمِ شمشیر,1
9091,شمشیر نہیں,1
9092,نہیں رنجِ,1
9093,رنجِ نو,1
9094,نو میدیِ,1
9095,میدیِ جاوید,1
9096,جاوید گوارا,1
9097,گوارا رہیو,1
9098,رہیو خوش,1
9099,گر نالہ,1
9100,نالہ زبونی,1
9101,زبونی کشِ,1
9102,کشِ تاثیر,1
9103,تاثیر نہیں,1
9104,نہیں سر,1
9105,سر کھجاتا,1
9106,کھجاتا ہے,1
9108,جہاں زخمِ,1
9109,زخمِ سر,1
9110,سر اچھا,1
9111,اچھا ہو,1
9112,ہو جائے,1
7636,جائے وگرنہ,1
7635,لے جائے,1
7634,اڑا لے,1
6255,بدر نا,1
6243,تیری عاملی,1
6244,عاملی سے,1
6245,سے خدا,1
6246,خدا یعنی,1
6247,یعنی پدر,1
6248,پدر سے,1
6249,سے مہرباں,1
6250,مہرباں تر,1
6251,تر پھرے,1
6252,پھرے ہم,1
6253,ہم در,1
6254,در بدر,1
6256,نا قابلی,1
6342,بیگانگی نہیں,1
6257,قابلی سے,1
6258,سے وارستہ,1
6259,وارستہ اس,1
6260,کہ محبت,1
6263,ہو کیجئے,1
6264,کیجئے ہمارے,1
6265,ہمارے ساتھ,1
6266,ساتھ عداوت,1
6267,عداوت ہی,1
6268,ہو چھوڑا,1
6270,نہ مجھ,1
6271,مجھ میں,1
6240,بیاباں خوش,1
6239,خاک بیاباں,1
6238,کفِ خاک,1
6237,یک کفِ,1
6209,قد گرمِ,1
6210,گرمِ خرامِ,1
6211,خرامِ ناز,1
6212,ناز آ,1
6213,آ جاوے,1
6214,جاوے کفِ,1
6215,کفِ ہر,1
6216,ہر خاکِ,1
6217,خاکِ گلشن,1
6218,گلشن شکلِ,1
6219,شکلِ قمری,1
6220,قمری نالہ,1
6221,نالہ فرسا,1
6222,فرسا ہو,1
6224,ترکِ دنیا,1
6225,دنیا کاہلی,1
6226,کاہلی سے,1
6227,سے ہمیں,1
6228,ہمیں حاصل,1
6231,بے حاصلی,1
6232,حاصلی سے,1
6233,سے خراج,1
6234,خراج دِیہ,1
6235,دِیہ ویراں,1
6236,ویراں یک,1
6274,نے رنگ,1
6275,رنگ اختلاط,1
6276,اختلاط کا,1
6312,سے کھنیچتا,1
6314,ہوں خجالت,1
6315,خجالت ہی,1
6316,ہے آدمی,1
6317,آدمی بجائے,1
6318,بجائے خود,1
6319,خود اک,1
6320,اک محشرِ,1
6321,خیال ہم,1
6322,ہم انجمن,1
6323,انجمن سمجھتے,1
6325,ہیں خلوت,1
6326,خلوت ہی,1
6327,ہو ہنگامۂ,1
6328,ہنگامۂ زبونیِ,1
6329,زبونیِ ہمت,1
6330,ہمت ہے,1
6331,ہے انفعال,1
6332,انفعال حاصل,1
6333,حاصل نہ,1
6334,نہ کیجے,1
6335,کیجے دہر,1
6337,سے عبرت,1
6338,عبرت ہی,1
6339,ہو وارستگی,1
6340,وارستگی بہانۂ,1
6313,کھنیچتا ہوں,1
6310,معاملہ اپنے,1
6277,بار نقشِ,1
6308,کسی سے,1
6278,نقشِ محبت,1
6282,سے تذکرۂ,1
6283,تذکرۂ غیر,1
6284,غیر کا,1
6285,کا گلا,1
6286,گلا ہر,1
6287,ہر چند,1
6288,چند بر,1
6289,بر سبیلِ,1
6290,سبیلِ شکایت,1
6291,شکایت ہی,1
6292,ہو پیدا,1
6293,پیدا ہوئی,1
6294,ہے کہتے,1
6295,ہیں ہر,1
6296,ہر درد,1
6297,دوا یوں,1
6298,یوں ہو,1
6299,تو چارۂ,1
6300,چارۂ غمِ,1
6302,الفت ہی,1
6303,ہو ڈالا,1
6304,ڈالا نہ,1
6305,نہ بیکسی,1
6306,بیکسی نے,1
6208,سرو قد,1
6207,وہ سرو,1
6206,اگر وہ,1
6115,بے تمیز,1
6117,گنج کو,1
6118,کو ویرانہ,1
6119,ویرانہ چاہیے,1
6120,چاہیے ساقی,1
6121,ساقی بہارِ,1
6122,بہارِ موسمِ,1
6123,موسمِ گل,1
6124,ہے سرور,1
6125,سرور بخش,1
6126,بخش پیماں,1
6127,پیماں سے,1
6128,ہم گزر,1
6130,گئے پیمانہ,1
6131,پیمانہ چاہیے,1
6132,چاہیے دل,1
6133,دل سراپا,1
6134,سراپا وقفِ,1
6135,وقفِ سودائے,1
6136,سودائے نگاہِ,1
6137,نگاہِ تیز,1
6138,تیز ہے,1
6139,یہ زمیں,1
6140,زمیں مثلِ,1
6141,مثلِ نیستاں,1
6142,نیستاں سخت,1
6116,تمیز گنج,1
6114,اے بے,1
6144,ناوک خیز,1
6113,عشق اے,1
6087,خوباں ہوں,1
6088,ہوں خمِ,1
6089,خمِ دستِ,1
6090,دستِ نوازش,1
6091,نوازش ہو,1
6092,ہے طوق,1
6093,طوق گردن,1
6095,میں پیدا,1
6096,پیدا کریں,1
6097,کریں دماغ,1
6098,دماغ تماشائے,1
6099,تماشائے سَرو,1
6100,سَرو و,1
6101,گل حسرت,1
6102,حسرت کشوں,1
6103,کشوں کو,1
6104,کو ساغر,1
6105,مینا نہ,1
6106,نہ چاہیے,1
6107,چاہیے دیوانگاں,1
6108,دیوانگاں ہیں,1
6109,ہیں حاملِ,1
6110,حاملِ رازِ,1
6111,رازِ نہانِ,1
6112,نہانِ عشق,1
6143,سخت ناوک,1
6145,خیز ہے,1
6204,دریا ہو,1
6175,حسد سے,1
6177,افسردہ ہے,1
6178,ہے گرمِ,1
6179,گرمِ تماشا,1
6180,تماشا ہو,1
6182,کہ چشمِ,1
6183,چشمِ تنگ,1
6184,تنگ شاید,1
6185,شاید کثرتِ,1
6186,کثرتِ نظاّرہ,1
6187,نظاّرہ سے,1
6188,سے وا,1
6189,ہو بقدرِ,1
6190,بقدرِ حسرتِ,1
6192,دل چاہیے,1
6193,چاہیے ذوقِ,1
6194,ذوقِ معاصی,1
6195,معاصی بھی,1
6196,بھی بھروں,1
6197,بھروں یک,1
6198,یک گوشہ,1
6199,گوشہ دامن,1
6200,دامن گر,1
6201,گر آبِ,1
6202,آبِ ہفت,1
6203,ہفت دریا,1
6176,اگر افسردہ,1
6174,ہے حسد,1
6146,ہے ہو,1
6173,مہمیز ہے,1
6147,ہو سکے,1
6148,سکے کیا,1
